Action,Ticker,Data_Price,Predicted_Price,Price_Discount,CurrentPrice,Current_Profit
Buy,CCO,1.840000033378601,[6.65],[261.15]%,1.5700000524520874,-14.67%
Buy,NGL,2.509999990463257,[27.4],[991.71]%,6.03000020980835,140.24%
Buy,RRC,30.76000022888184,[141.09],[358.67]%,36.029998779296875,17.13%
Buy,BURU,0.1400000005960464,[0.88],[531.02]%,0.1889999955892563,35.0%
Buy,NWL,8.539999961853027,[28.01],[228.02]%,7.389999866485596,-13.47%
Buy,BGFV,6.550000190734863,[35.62],[443.87]%,3.319999933242798,-49.31%
Buy,WTTR,7.679999828338623,[27.3],[255.49]%,9.3100004196167,21.22%
Buy,GMDA,0.3140000104904175,[3.08],[879.8]%,0.01140000019222498,-96.37%
Buy,EPC,37.9900016784668,[255.73],[573.16]%,36.02000045776367,-5.19%
Buy,PTEN,11.130000114440918,[44.28],[297.84]%,11.819999694824219,6.2%
Buy,PWP,12.239999771118164,[46.44],[279.39]%,15.829999923706055,29.33%
Buy,SINT,0.4749999940395355,[1.96],[311.7]%,0.02500000037252903,-94.74%
Buy,COTY,12.199999809265137,[46.2],[278.69]%,11.0600004196167,-9.34%
Buy,RSLS,0.2949999868869781,[1.16],[292.62]%,0.164000004529953,-44.41%
Buy,PKOH,26.549999237060547,[1356.01],[5007.4]%,25.540000915527344,-3.8%
Buy,SABR,4.489999771118164,[34.39],[665.9]%,2.740000009536743,-38.98%
Buy,POLA,0.4099999964237213,[1.55],[278.33]%,0.44999998807907104,9.76%
Buy,KODK,4.079999923706055,[24.61],[503.25]%,4.800000190734863,17.65%
Buy,GEN,16.549999237060547,[62.24],[276.1]%,20.989999771118164,26.83%
Buy,SWBI,12.199999809265137,[120.46],[887.39]%,17.09000015258789,40.08%
Buy,HBI,4.230000019073486,[27.21],[543.33]%,5.059999942779541,19.62%
Buy,EGY,4.699999809265137,[40.46],[760.78]%,7.150000095367432,52.13%
Buy,HUN,25.709999084472656,[173.62],[575.32]%,24.579999923706055,-4.4%
Buy,GORV,7.0,[23.21],[231.58]%,3.8299999237060547,-45.29%
Buy,JRSH,4.78000020980835,[31.27],[554.14]%,3.049999952316284,-36.19%
Buy,ADEA,11.869999885559082,[65.63],[452.87]%,10.40999984741211,-12.3%
Buy,CCLD,1.649999976158142,[13.63],[726.17]%,1.190000057220459,-27.88%
Buy,BGC,6.710000038146973,[25.44],[279.09]%,7.929999828338623,18.18%
Buy,COMM,2.75,[21.57],[684.26]%,1.1299999952316284,-58.91%
Buy,BRY,7.190000057220459,[33.48],[365.71]%,8.65999984741211,20.45%
Buy,PLUG,4.579999923706055,[20.54],[348.51]%,2.9600000381469727,-35.37%
Buy,STGW,6.480000019073486,[26.42],[307.66]%,5.579999923706055,-13.89%
Buy,JOAN,3.740000009536743,[12.74],[240.67]%,0.0877000018954277,-97.66%
Buy,BTU,25.26000022888184,[149.67],[492.51]%,23.489999771118164,-7.01%
Buy,ADTN,7.150000095367432,[26.77],[274.44]%,4.949999809265137,-30.77%
Buy,MGNI,9.609999656677246,[48.17],[401.25]%,9.420000076293945,-1.98%
Buy,UEIC,8.180000305175781,[29.54],[261.08]%,10.59000015258789,29.46%
Buy,DVN,46.2599983215332,[154.15],[233.23]%,53.900001525878906,16.52%
Buy,DTI,3.109999895095825,[11.51],[270.15]%,4.760000228881836,53.05%
Buy,GLT,1.8799999952316284,[11.35],[503.73]%,1.7699999809265137,-5.85%
Buy,MULN,54.0,[228.61],[323.35]%,3.940000057220459,-92.7%
Buy,RXT,1.7899999618530271,[8.83],[393.22]%,1.690000057220459,-5.59%
Buy,HUBG,46.869998931884766,[450.36],[860.86]%,41.31999969482422,-11.84%
Buy,POWW,1.7799999713897705,[7.54],[323.57]%,2.559999942779541,43.82%

Total Current Profit:
1,09%
