Ticker,Stock_Price,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Gain On Sale Of Security,Operating Income,Operating Expense,Selling General And Administration,General And Administrative Expense,Other Gand A,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Liabilities,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Dueto Related Parties Current,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Current Assets,Prepaid Assets,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Accrued Expense,Change In Payable,Change In Account Payable,Change In Prepaid Assets,Other Non Cash Items,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Interest Income,Interest Income,Tax Provision,Net Non Operating Interest Income Expense,Interest Income Non Operating,Other Operating Expenses,Derivative Product Liabilities,Tradeand Other Payables Non Current,Current Notes Payable,Total Tax Payable,Income Tax Payable,Other Current Assets,Income Tax Paid Supplemental Data,Long Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Other Taxes,Preferred Securities Outside Stock Equity,Non Current Deferred Taxes Liabilities,Interest Paid Supplemental Data,Deferred Tax,Deferred Income Tax,Interest Expense,Other Non Operating Income Expenses,Interest Expense Non Operating,Treasury Shares Number,Long Term Debt And Capital Lease Obligation,Long Term Debt,Interest Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Proceeds From Stock Option Exercised,Change In Other Working Capital,Change In Interest Payable,Unrealized Gain Loss On Investment Securities,Non Current Deferred Revenue,Receivables,Other Receivables,Interest Received Cfi,Change In Receivables,Special Income Charges,Restructuring And Mergern Acquisition,Total Other Finance Cost,Current Deferred Assets,Change In Other Current Assets
123.2,10.460000038146973,719366.03,0.038,-20561357.0,18930685.0,18930685.0,16051936.0,-1630672.0,-1630672.0,-2159382.97,16051936.0,1630672.0,-1630672.0,63756000.0,63756000.0,0.47,0.47,16051936.0,16051936.0,16051936.0,16051936.0,16051936.0,16682788.0,18930685.0,18930685.0,-1630672.0,1630672.0,1430672.0,1430672.0,1430672.0,0.0,0.0,65625000.0,65625000.0,221928.0,600000.0,508521396.0,509121396.0,373420.0,508521396.0,508521396.0,508521396.0,508521396.0,508521396.0,-22517629.0,0.0,531039025.0,531039025.0,0.0,24741631.0,23792518.0,18884185.0,949113.0,-1.0,600000.0,600000.0,-1.0,349113.0,27446.0,321667.0,-1.0,-1.0,533263027.0,531940494.0,531940494.0,1322533.0,944461.0,378072.0,378072.0,378072.0,-2513503.0,-1.0,-300000.0,600000.0,525000000.0,378072.0,147160.0,230912.0,527120891.0,527120891.0,-10679109.0,525000000.0,-1.0,525000000.0,300000.0,300000.0,-300000.0,600000.0,-1.0,-1.0,-524376476.0,-524376476.0,-524376476.0,-2513503.0,-2513503.0,-251979.0,183297.0,-134300.0,317597.0,-1.0,-944461.0,-1.0,-18313460.0,-18313460.0,16051936.0,-617225.0,-1.0,630852.0,-617225.0,-1.0,-1.0,4908333.0,-1.0,600000.0,321667.0,121667.0,-1.0,4070.0,-1.0,317597.0,317597.0,200000.0,-1.0,509185.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12500000.0,509185.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,617225.0,0.0,-1.0
123.1,9.739999771118164,0.0,0.0,-6112.0,-1.0,-1.0,-6112.0,-6112.0,-6112.0,-6112.0,-6112.0,6112.0,-6112.0,65625000.0,65625000.0,-9.3e-05,-9.3e-05,-6112.0,-6112.0,-6112.0,-6112.0,-6112.0,-6112.0,-1.0,-1.0,-6112.0,6112.0,2042.0,2042.0,2042.0,0.0,0.0,65625000.0,65625000.0,152840.0,300000.0,18888.0,318888.0,18888.0,18888.0,18888.0,18888.0,18888.0,18888.0,-6112.0,23491.0,1509.0,1509.0,0.0,465816.0,0.0,0.0,465816.0,-1.0,300000.0,300000.0,-1.0,165816.0,161746.0,4070.0,-1.0,-1.0,484704.0,0.0,-1.0,484704.0,0.0,147160.0,147160.0,147160.0,-177840.0,-1.0,0.0,300000.0,25000.0,147160.0,0.0,147160.0,325000.0,325000.0,-1.0,25000.0,-1.0,25000.0,300000.0,300000.0,0.0,300000.0,300000.0,-1.0,0.0,0.0,-1.0,-177840.0,-177840.0,-171728.0,-171728.0,-175798.0,4070.0,-1.0,0.0,-1.0,-1.0,-1.0,-6112.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,300000.0,4070.0,0.0,-1.0,0.0,300000.0,4070.0,4070.0,4070.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,337544.0,-1.0
149.2,10.069999694824219,0.0,0.21,-691346.0,-1.0,-1.0,5799872.0,-691346.0,-691346.0,5799872.0,5799872.0,691346.0,-691346.0,57350000.0,57350000.0,0.1,0.1,5799872.0,5799872.0,5799872.0,5799872.0,5799872.0,5799872.0,-1.0,-1.0,-691346.0,691346.0,-1.0,-1.0,-1.0,0.0,0.0,57350000.0,57350000.0,192098.0,300000.0,440449670.0,440749670.0,-327864.0,440449670.0,440449670.0,440449670.0,440449670.0,440449670.0,-15979099.0,0.0,456428769.0,456428769.0,0.0,16241415.0,15750000.0,-1.0,491415.0,-1.0,300000.0,300000.0,300000.0,191415.0,-1.0,-1.0,-1.0,-1.0,456691085.0,456527534.0,456527534.0,163551.0,55649.0,107902.0,107902.0,107902.0,-419248.0,-1.0,0.0,300000.0,0.0,107902.0,227150.0,-119248.0,300000.0,300000.0,-1.0,0.0,-1.0,0.0,300000.0,300000.0,0.0,300000.0,-1.0,-1.0,0.0,0.0,-1.0,-419248.0,-419248.0,272098.0,-25551.0,-1.0,-1.0,-1.0,297649.0,-6491218.0,-1.0,-1.0,5799872.0,6491218.0,6491218.0,-1.0,6491218.0,6491218.0,691346.0,-1.0,15750000.0,300000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
149.1,9.779999732971191,0.0,0.0,-1013555.0,-1.0,-1.0,-977239.0,-1013555.0,-1013555.0,-977239.0,-977239.0,1013555.0,-1013555.0,49558451.0,49558451.0,-0.02,-0.02,-977239.0,-977239.0,-977239.0,-977239.0,-977239.0,-977239.0,-1.0,-1.0,-1013555.0,1013555.0,-1.0,-1.0,-1.0,0.0,0.0,57350000.0,57350000.0,-1.0,-1.0,434649798.0,434649798.0,363482.0,434649798.0,434649798.0,434649798.0,434649798.0,434649798.0,-15351437.0,0.0,450001235.0,450001235.0,0.0,15966966.0,15750000.0,-1.0,216966.0,-1.0,-1.0,-1.0,-1.0,216966.0,-1.0,-1.0,-1.0,-1.0,450616764.0,450036316.0,450036316.0,580448.0,353298.0,227150.0,227150.0,227150.0,-1144887.0,-1.0,-300000.0,300000.0,452000000.0,227150.0,0.0,227150.0,451372037.0,451372037.0,-627963.0,452000000.0,-1.0,452000000.0,0.0,0.0,-300000.0,300000.0,0.0,-300000.0,-450000000.0,-450000000.0,-450000000.0,-1144887.0,-1144887.0,-136332.0,216966.0,-1.0,-1.0,-1.0,-353298.0,-31316.0,-1.0,-1.0,-977239.0,36316.0,36316.0,-1.0,36316.0,36316.0,1013555.0,-1.0,15750000.0,0.0,-1.0,-1.0,-1.0,-1.0,300000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151.3,10.845000267028809,1888541.55,0.21,-10293699.0,8993055.0,8993055.0,7623957.0,-1300644.0,-1300644.0,519443.55,7623957.0,1300644.0,-1319471.0,16975914.0,16975914.0,0.45,0.45,7623957.0,7623957.0,7623957.0,7623957.0,7623957.0,7623957.0,8924601.0,8993055.0,-1300644.0,1300644.0,1300644.0,1300644.0,1300644.0,0.0,0.0,9901134.0,9901134.0,-1.0,-1.0,45176460.0,45176460.0,-61449.0,45176460.0,45176460.0,45176460.0,45176460.0,45176460.0,-943675.0,863326.0,45256809.0,45256809.0,0.0,186820.0,118325.0,0.0,68495.0,-1.0,-1.0,-1.0,-1.0,68495.0,59430.0,9065.0,-1.0,9065.0,45363280.0,45356234.0,45356234.0,7046.0,3148.0,3898.0,3898.0,3898.0,-964321.0,-197854025.0,-1.0,851899.0,-1.0,3898.0,116320.0,-112422.0,-197002126.0,-197002126.0,-1.0,-197854025.0,-197854025.0,-1.0,851899.0,-1.0,-1.0,-1.0,851899.0,-1.0,197854025.0,197854025.0,197854025.0,-964321.0,-964321.0,355150.0,36006.0,53997.0,-17991.0,-17991.0,319144.0,-351194.0,-8592234.0,-8592234.0,7623957.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,118325.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,851899.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-68454.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151.2,10.279999732971191,2547480.81,0.21,-13525242.0,12130861.0,12130861.0,10708490.0,-1394381.0,-1394381.0,1125109.81,10708490.0,1394381.0,-1394381.0,28750000.0,28750000.0,0.37,0.37,10708490.0,10708490.0,10708490.0,10708490.0,10708490.0,10708490.0,12102871.0,12130861.0,-1394381.0,1394381.0,1394381.0,1394381.0,1394381.0,0.0,0.0,28750000.0,28750000.0,1315226.0,1431546.0,233956036.0,235387582.0,406123.0,233956036.0,233956036.0,235387582.0,233956036.0,233956036.0,-3740653.0,0.0,237696689.0,237696689.0,0.0,4278690.0,4246201.0,267420.0,32489.0,-1.0,-1.0,-1.0,-1.0,32489.0,5433.0,27056.0,-1.0,27056.0,238234726.0,237796114.0,237796114.0,438612.0,322292.0,116320.0,116320.0,116320.0,-904319.0,0.0,0.0,350000.0,0.0,116320.0,740639.0,-624319.0,280000.0,280000.0,-70000.0,0.0,0.0,0.0,350000.0,-1.0,-1.0,-1.0,350000.0,0.0,0.0,0.0,-1.0,-904319.0,-904319.0,490062.0,-13817.0,-40873.0,27056.0,27056.0,503879.0,27990.0,-12130861.0,-12130861.0,10708490.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2547235.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,350000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-27990.0,-1.0,-1.0,1431546.0,1431546.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151.1,9.829999923706055,1439623.26,0.27,-5550634.0,5331938.0,5331938.0,4955810.0,-218696.0,-218696.0,1063495.26,4955810.0,218696.0,-218696.0,8883333.0,8047101.0,0.56,0.62,4955810.0,4955810.0,4955810.0,4955810.0,4955810.0,4955810.0,5428382.0,5331938.0,-218696.0,218696.0,218696.0,218696.0,218696.0,0.0,0.0,28750000.0,28750000.0,312917.0,1053556.0,223247546.0,224301102.0,1450504.0,223247546.0,223247546.0,224301102.0,223247546.0,223247546.0,-11353029.0,0.0,234600575.0,234600575.0,0.0,12938262.0,12821956.0,267420.0,116306.0,-1.0,-1.0,-1.0,-1.0,116306.0,116306.0,-1.0,-1.0,0.0,236185808.0,234618998.0,234618998.0,1566810.0,826171.0,740639.0,740639.0,740639.0,-868492.0,-1.0,-243565.0,1053556.0,240554150.0,740639.0,0.0,740639.0,236209131.0,236209131.0,-5155010.0,240554150.0,-1.0,240554150.0,809991.0,-1.0,-1.0,-1.0,809991.0,-243565.0,-234600000.0,-234600000.0,-234600000.0,-868492.0,-868492.0,-779865.0,46306.0,46306.0,-1.0,0.0,-826171.0,33625.0,-5078062.0,-5078062.0,4955810.0,-253876.0,-1.0,-1.0,-253876.0,-1.0,-1.0,11500980.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1053556.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96444.0,-1.0,-1.0,1053556.0,1053556.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,253876.0,-1.0,-1.0
163.3,10.630000114440918,0.0,0.2643,-1326228.0,-1.0,-1.0,3357353.0,-1326228.0,-1326228.0,3357353.0,3357353.0,1326228.0,-1326228.0,-1.0,-1.0,-1.0,-1.0,3357353.0,3357353.0,3357353.0,3357353.0,3357353.0,4563314.0,-1.0,-1.0,-1326228.0,1326228.0,-1.0,-1.0,-1.0,0.0,0.0,11517875.0,11517875.0,233133.0,290000.0,44450554.0,44740554.0,-3780648.0,44450554.0,44450554.0,44450554.0,44450554.0,44450554.0,-12171761.0,0.0,56622315.0,56622315.0,0.0,12600595.0,8750000.0,0.0,3850595.0,-1.0,290000.0,290000.0,290000.0,3560595.0,0.0,3560595.0,-1.0,1295810.0,57051149.0,56981202.0,56981202.0,69947.0,13080.0,56867.0,56867.0,56867.0,-1916081.0,-205478750.0,-1.0,290000.0,-1.0,56867.0,339663.0,-282796.0,-205188750.0,-205188750.0,-1.0,-205478750.0,-205478750.0,-1.0,290000.0,290000.0,-1.0,290000.0,-1.0,-1.0,206822035.0,206822035.0,206822035.0,-1916081.0,-1916081.0,764970.0,366734.0,-1.0,366734.0,156737.0,398236.0,-5889542.0,-1.0,-1.0,3357353.0,5889542.0,5889542.0,1205961.0,5889542.0,5889542.0,1326228.0,-1.0,8750000.0,-1.0,2264785.0,209997.0,-1.0,1278950.0,-1.0,209997.0,209997.0,-1.0,-1.0,0.0,-1.0,-148862.0,-148862.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
163.2,10.119999885559082,64728.3516,0.2948,-1476075.0,219567.0,219567.0,1641258.0,-1256508.0,-1256508.0,1486419.3516,1641258.0,1256508.0,-1256508.0,31250000.0,6250000.0,0.05,0.05,1641258.0,1641258.0,1641258.0,1641258.0,1641258.0,2327294.0,219567.0,219567.0,-1256508.0,1256508.0,-1.0,-1.0,-1.0,0.0,0.0,31250000.0,31250000.0,-1.0,-1.0,248626739.0,248626739.0,-388094.0,248626739.0,248626739.0,248626739.0,248626739.0,248626739.0,-8951464.0,0.0,257578203.0,257578203.0,0.0,10037935.0,8898862.0,148862.0,1139073.0,-1.0,-1.0,-1.0,-1.0,1139073.0,524918.0,614155.0,-1.0,614155.0,258664674.0,257913695.0,257913695.0,750979.0,411316.0,339663.0,339663.0,339663.0,-1404862.0,0.0,0.0,0.0,0.0,339663.0,1081525.0,-741862.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,663000.0,663000.0,663000.0,-1404862.0,-1404862.0,388820.0,235723.0,-1.0,235723.0,235723.0,-82225.0,-3364235.0,-1.0,-1.0,1641258.0,3364235.0,3364235.0,686036.0,3364235.0,3364235.0,1256508.0,-1.0,8750000.0,-1.0,0.0,0.0,-1.0,663000.0,-1.0,0.0,0.0,-1.0,-1.0,148862.0,-1.0,148862.0,148862.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-219567.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,235322.0
163.1,9.550000190734863,0.0,0.0,-438265.0,-27975.0,-27975.0,-473347.0,-466240.0,-466240.0,-445372.0,-473347.0,466240.0,-466240.0,9476156.0,9476156.0,-0.05,-0.05,-473347.0,-473347.0,-473347.0,-473347.0,-473347.0,-473347.0,-27975.0,-27975.0,-466240.0,466240.0,-1.0,-1.0,-1.0,0.0,0.0,31250000.0,31250000.0,-1.0,-1.0,246985481.0,246985481.0,507266.0,246985481.0,246985481.0,246985481.0,246985481.0,246985481.0,-8015144.0,0.0,255000625.0,255000625.0,0.0,9653350.0,8750000.0,0.0,903350.0,-1.0,-1.0,-1.0,-1.0,903350.0,903350.0,-1.0,-1.0,-1.0,256638831.0,255228215.0,255228215.0,1410616.0,329091.0,1081525.0,1081525.0,1081525.0,-652221.0,-1.0,-175695.0,175695.0,245000000.0,1081525.0,0.0,1081525.0,256733746.0,256733746.0,-266254.0,245000000.0,-1.0,245000000.0,0.0,175695.0,-1.0,175695.0,-175695.0,-175695.0,-255000000.0,-255000000.0,-255000000.0,-652221.0,-652221.0,-185981.0,378432.0,378432.0,-1.0,-1.0,-329091.0,-20868.0,-1.0,-1.0,-473347.0,20868.0,20868.0,0.0,20868.0,20868.0,466240.0,-1.0,8750000.0,-1.0,-1.0,-1.0,-1.0,-1.0,175695.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12000000.0,-1.0,-1.0,27975.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-235322.0
166.2,9.970000267028809,411107.76,0.21,-4794072.0,1957656.0,1957656.0,-1287679.0,-2836416.0,-2836416.0,-2834227.24,-1287679.0,2836416.0,-2836416.0,16661800.0,3817863.0,-0.337277,-0.337277,-1287679.0,-1287679.0,-1287679.0,-1287679.0,-1287679.0,-873760.0,1962656.0,1957656.0,-2836416.0,2836416.0,-1.0,-1.0,-1.0,0.0,0.0,16661800.0,16661800.0,316260.0,399903.0,127440351.0,127840254.0,-2510770.0,127440351.0,127440351.0,127440351.0,127440351.0,127440351.0,-2511152.0,0.0,129951503.0,129951503.0,0.0,2642038.0,0.0,-1.0,2642038.0,14241.0,399903.0,399903.0,-1.0,2227894.0,1767679.0,460215.0,480.0,-1.0,130082389.0,129951121.0,129951121.0,131268.0,47625.0,83643.0,83643.0,83643.0,-1099736.0,-1.0,0.0,399903.0,0.0,83643.0,435936.0,-352293.0,399903.0,399903.0,-1.0,0.0,-1.0,0.0,399903.0,399903.0,0.0,399903.0,-1.0,-1.0,347540.0,347540.0,347540.0,-1099736.0,-1099736.0,2145599.0,1949915.0,1682029.0,267886.0,-1.0,195684.0,-1.0,-1957656.0,-1957656.0,-1287679.0,-1.0,-1.0,413919.0,-1.0,-1.0,2636416.0,0.0,-1.0,399903.0,459735.0,413919.0,-1.0,-1.0,-1.0,267406.0,267406.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166.1,9.710000038146973,0.0,0.0,-778989.0,92570.0,92570.0,-594303.0,-686419.0,-686419.0,-686873.0,-594303.0,686419.0,-686419.0,14080359.0,3787858.0,-0.156897,-0.156897,-594303.0,-594303.0,-594303.0,-594303.0,-594303.0,-594303.0,92116.0,92570.0,-686419.0,686419.0,494090.0,494090.0,494090.0,0.0,0.0,16661800.0,16661800.0,-1.0,-1.0,128728030.0,128728030.0,353641.0,128728030.0,128728030.0,128728030.0,128728030.0,128728030.0,-594303.0,882581.0,128439752.0,128439752.0,0.0,400043.0,122064.0,-1.0,277979.0,-1.0,-1.0,-1.0,-1.0,277979.0,85650.0,192329.0,0.0,-1.0,129128073.0,128496453.0,128448828.0,631620.0,195684.0,435936.0,435936.0,435936.0,-651749.0,-1.0,-188532.0,188532.0,129964370.0,435936.0,0.0,435936.0,129527055.0,129527055.0,-437315.0,129964370.0,-1.0,129964370.0,0.0,0.0,-188532.0,188532.0,0.0,-188532.0,-128439370.0,-128439370.0,-128439370.0,-651749.0,-651749.0,34670.0,277979.0,85650.0,192329.0,-1.0,-243309.0,454.0,-92570.0,-92570.0,-594303.0,-1.0,-1.0,0.0,-1.0,-1.0,494090.0,122064.0,-1.0,0.0,192329.0,0.0,-1.0,-1.0,188532.0,192329.0,192329.0,192329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-454.0,-1.0,-1.0,-1.0,-1.0,-1.0,47625.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
