iter	Passed	Remaining
1665	28695	31589
1666	28711	31570
1667	28726	31550
1668	28743	31533
1669	28758	31513
1670	28773	31493
1671	28788	31473
1672	28802	31454
1673	28839	31458
1674	28857	31441
1675	28874	31424
1676	28889	31405
1677	28904	31384
1678	28919	31365
1679	28936	31347
1680	28952	31329
1681	28971	31314
1682	28987	31295
1683	29002	31275
1684	29016	31254
1685	29031	31235
1686	29045	31215
1687	29060	31195
1688	29075	31175
1689	29090	31156
1690	29104	31135
1691	29119	31115
1692	29133	31095
1693	29148	31075
1694	29176	31070
1695	29238	31100
1696	29258	31085
1697	29272	31065
1698	29286	31045
1699	29301	31024
1700	29321	31011
1701	29338	30993
1702	29356	30976
1703	29375	30961
1704	29392	30943
1705	29407	30924
1706	29421	30904
1707	29439	30887
1708	29457	30870
1709	29472	30850
1710	29486	30831
1711	29502	30811
1712	29516	30791
1713	29531	30772
1714	29547	30753
1715	29565	30737
1716	29580	30717
1717	29597	30699
1718	29612	30680
1719	29627	30660
1720	29641	30640
1721	29659	30624
1722	29681	30611
1723	29696	30592
1724	29712	30573
1725	29729	30556
1726	29746	30538
1727	29761	30519
1728	29776	30499
1729	29791	30480
1730	29805	30460
1731	29820	30440
1732	29835	30420
1733	29850	30401
1734	29865	30381
1735	29879	30361
1736	29893	30341
1737	29907	30320
1738	29922	30300
1739	29936	30280
1740	29950	30259
1741	29965	30240
1742	29980	30221
1743	29995	30201
1744	30010	30182
1745	30024	30162
1746	30039	30142
1747	30053	30122
1748	30068	30102
1749	30082	30082
1750	30097	30063
1751	30113	30044
1752	30130	30027
1753	30146	30009
1754	30164	29992
1755	30181	29975
1756	30197	29957
1757	30215	29940
1758	30232	29923
1759	30248	29905
1760	30264	29886
1761	30280	29867
1762	30296	29849
1763	30312	29831
1764	30327	29812
1765	30344	29794
1766	30360	29776
1767	30376	29757
1768	30392	29739
1769	30408	29721
1770	30425	29703
1771	30442	29686
1772	30458	29668
1773	30474	29650
1774	30490	29631
1775	30505	29612
1776	30521	29594
1777	30537	29575
1778	30553	29556
1779	30569	29539
1780	30585	29521
1781	30601	29502
1782	30617	29483
1783	30633	29466
1784	30649	29447
1785	30664	29428
1786	30680	29410
1787	30697	29392
1788	30715	29375
1789	30732	29359
1790	30749	29341
1791	30765	29323
1792	30781	29305
1793	30797	29286
1794	30812	29267
1795	30827	29248
1796	30843	29230
1797	30859	29211
1798	30875	29193
1799	30890	29174
1800	30906	29155
1801	30922	29138
1802	30938	29119
1803	30954	29101
1804	30970	29082
1805	30988	29066
1806	31003	29047
1807	31019	29029
1808	31035	29011
1809	31052	28993
1810	31069	28976
1811	31086	28959
1812	31102	28941
1813	31118	28922
1814	31133	28903
1815	31149	28885
1816	31167	28868
1817	31185	28852
1818	31202	28835
1819	31218	28816
1820	31234	28798
1821	31251	28781
1822	31268	28763
1823	31284	28745
1824	31299	28727
1825	31315	28708
1826	31330	28689
1827	31346	28671
1828	31381	28670
1829	31417	28670
1830	31436	28654
1831	31477	28659
1832	31511	28657
1833	31532	28644
1834	31552	28629
1835	31571	28613
1836	31592	28600
1837	31612	28585
1838	31630	28568
1839	31652	28555
1840	31671	28540
1841	31694	28528
1842	31728	28526
1843	31753	28515
1844	31774	28502
1845	31795	28488
1846	31819	28477
1847	31845	28468
1848	31865	28453
1849	31887	28440
1850	31907	28425
1851	31931	28414
1852	31952	28400
1853	31972	28385
1854	31993	28372
1855	32014	28357
1856	32034	28343
1857	32053	28327
1858	32071	28310
1859	32088	28293
1860	32105	28275
1861	32123	28259
1862	32139	28241
1863	32155	28222
1864	32172	28204
1865	32189	28187
1866	32206	28169
1867	32223	28152
1868	32240	28135
1869	32258	28118
1870	32274	28100
1871	32291	28082
1872	32307	28064
1873	32323	28046
1874	32339	28027
1875	32355	28009
1876	32370	27990
1877	32385	27971
1878	32401	27952
1879	32416	27933
1880	32433	27916
1881	32452	27900
1882	32468	27881
1883	32484	27863
1884	32500	27845
1885	32515	27826
1886	32531	27807
1887	32546	27788
1888	32562	27770
1889	32577	27751
1890	32593	27733
1891	32609	27714
1892	32625	27696
1893	32640	27677
1894	32656	27658
1895	32671	27640
1896	32690	27624
1897	32708	27607
1898	32724	27589
1899	32740	27570
1900	32756	27552
1901	32773	27535
1902	32791	27518
1903	32809	27502
1904	32827	27485
1905	32846	27469
1906	32863	27452
1907	32881	27435
1908	32899	27419
1909	32917	27402
1910	32935	27385
1911	32954	27369
1912	32971	27353
1913	32990	27336
1914	33008	27320
1915	33026	27303
1916	33043	27286
1917	33061	27269
1918	33079	27252
1919	33096	27235
1920	33113	27217
1921	33130	27200
1922	33147	27183
1923	33164	27165
1924	33181	27148
1925	33199	27132
1926	33217	27115
1927	33235	27098
1928	33252	27081
1929	33268	27063
1930	33284	27044
1931	33301	27027
1932	33316	27008
1933	33333	26991
1934	33349	26972
1935	33365	26954
1936	33381	26936
1937	33397	26917
1938	33414	26900
1939	33431	26883
1940	33449	26866
1941	33465	26848
1942	33482	26830
1943	33499	26813
1944	33515	26795
1945	33533	26778
1946	33549	26760
1947	33565	26741
1948	33580	26723
1949	33596	26705
1950	33612	26686
1951	33627	26667
1952	33643	26649
1953	33661	26633
1954	33678	26615
1955	33698	26600
1956	33716	26583
1957	33732	26565
1958	33749	26548
1959	33764	26529
1960	33780	26510
1961	33795	26492
1962	33811	26473
1963	33827	26455
1964	33843	26437
1965	33859	26419
1966	33874	26400
1967	33890	26382
1968	33906	26364
1969	33922	26345
1970	33938	26327
1971	33954	26309
1972	33971	26292
1973	33988	26274
1974	34003	26256
1975	34020	26238
1976	34036	26220
1977	34052	26202
1978	34069	26184
1979	34088	26168
1980	34105	26151
1981	34121	26133
1982	34138	26115
1983	34154	26097
1984	34170	26079
1985	34188	26062
1986	34206	26046
1987	34223	26029
1988	34243	26013
1989	34263	25998
1990	34285	25985
1991	34307	25971
1992	34332	25960
1993	34354	25946
1994	34373	25930
1995	34392	25915
1996	34410	25897
1997	34426	25880
1998	34443	25863
1999	34460	25845
2000	34477	25827
2001	34495	25811
2002	34513	25794
2003	34530	25777
2004	34547	25760
2005	34564	25742
2006	34589	25730
2007	34617	25721
2008	34644	25712
2009	34669	25699
2010	34694	25688
2011	34715	25674
2012	34741	25663
2013	34765	25651
2014	34794	25642
2015	34816	25629
2016	34835	25613
2017	34854	25596
2018	34871	25579
2019	34889	25562
2020	34907	25545
2021	34925	25528
2022	34942	25511
2023	34960	25495
2024	34982	25481
2025	35002	25465
2026	35023	25451
2027	35048	25439
2028	35068	25423
2029	35088	25408
2030	35108	25393
2031	35128	25378
2032	35146	25361
2033	35166	25346
2034	35185	25329
2035	35203	25313
2036	35222	25297
2037	35240	25280
2038	35261	25265
2039	35281	25250
2040	35304	25237
2041	35327	25224
2042	35348	25209
2043	35371	25196
2044	35394	25182
2045	35418	25170
2046	35440	25156
2047	35461	25141
2048	35482	25126
2049	35501	25110
2050	35521	25095
2051	35540	25079
2052	35559	25063
2053	35578	25047
2054	35596	25030
2055	35615	25013
2056	35635	24998
2057	35655	24982
2058	35677	24969
2059	35710	24962
2060	35762	24969
2061	35783	24954
2062	35815	24947
2063	35839	24934
2064	35857	24917
2065	35873	24899
2066	35890	24882
2067	35907	24864
2068	35924	24847
2069	35942	24829
2070	35959	24812
2071	35977	24795
2072	35996	24779
2073	36016	24763
2074	36035	24747
2075	36054	24731
2076	36074	24715
2077	36092	24698
2078	36110	24681
2079	36128	24664
2080	36147	24648
2081	36166	24632
2082	36184	24615
2083	36203	24599
2084	36221	24582
2085	36239	24565
2086	36257	24548
2087	36276	24531
2088	36293	24514
2089	36311	24497
2090	36330	24481
2091	36348	24463
2092	36365	24446
2093	36381	24427
2094	36397	24409
2095	36414	24391
2096	36430	24374
2097	36447	24356
2098	36463	24337
2099	36479	24319
2100	36496	24302
2101	36515	24285
2102	36535	24270
2103	36554	24253
2104	36573	24237
2105	36593	24222
2106	36614	24206
2107	36634	24191
2108	36654	24175
2109	36674	24159
2110	36691	24142
2111	36707	24124
2112	36723	24105
2113	36739	24087
2114	36756	24069
2115	36772	24051
2116	36789	24033
2117	36804	24015
2118	36821	23997
2119	36836	23978
2120	36852	23960
2121	36868	23942
2122	36884	23923
2123	36900	23905
2124	36916	23887
2125	36932	23868
2126	36948	23850
2127	36963	23831
2128	36979	23813
2129	36998	23797
2130	37013	23778
2131	37031	23761
2132	37050	23745
2133	37067	23727
2134	37084	23709
2135	37100	23691
2136	37116	23673
2137	37133	23655
2138	37149	23637
2139	37165	23619
2140	37182	23601
2141	37198	23583
2142	37215	23565
2143	37232	23548
2144	37248	23530
2145	37265	23512
2146	37282	23494
2147	37298	23476
2148	37315	23458
2149	37331	23440
2150	37347	23422
2151	37363	23404
2152	37378	23385
2153	37394	23367
2154	37411	23349
2155	37427	23331
2156	37443	23313
2157	37460	23295
2158	37477	23277
2159	37493	23259
2160	37509	23241
2161	37526	23223
2162	37542	23206
2163	37559	23188
2164	37576	23170
2165	37593	23153
2166	37609	23134
2167	37626	23117
2168	37644	23100
2169	37662	23083
2170	37678	23065
2171	37695	23047
2172	37712	23030
2173	37729	23012
2174	37746	22994
2175	37763	22977
2176	37781	22960
2177	37797	22942
2178	37814	22924
2179	37831	22907
2180	37848	22889
2181	37865	22872
2182	37883	22855
2183	37899	22836
2184	37915	22818
2185	37933	22801
2186	37950	22784
2187	37966	22766
2188	37982	22748
2189	38000	22731
2190	38017	22713
2191	38035	22696
2192	38051	22678
2193	38068	22660
2194	38085	22642
2195	38101	22624
2196	38118	22607
2197	38134	22589
2198	38150	22571
2199	38167	22553
2200	38184	22535
2201	38201	22518
2202	38219	22501
2203	38236	22483
2204	38253	22466
2205	38269	22448
2206	38286	22430
2207	38303	22412
2208	38319	22395
2209	38336	22377
2210	38352	22359
2211	38368	22341
2212	38384	22323
2213	38400	22304
2214	38416	22286
2215	38432	22268
2216	38449	22251
2217	38467	22234
2218	38484	22216
2219	38501	22199
2220	38518	22181
2221	38535	22163
2222	38550	22145
2223	38566	22127
2224	38583	22109
2225	38599	22091
2226	38615	22073
2227	38632	22055
2228	38650	22038
2229	38666	22020
2230	38683	22003
2231	38699	21985
2232	38715	21967
2233	38732	21949
2234	38748	21931
2235	38765	21913
2236	38784	21897
2237	38802	21880
2238	38818	21862
2239	38834	21844
2240	38851	21826
2241	38867	21808
2242	38885	21791
2243	38902	21774
2244	38918	21756
2245	38934	21738
2246	38950	21720
2247	38967	21702
2248	38982	21684
2249	38998	21665
2250	39014	21647
2251	39030	21629
2252	39046	21611
2253	39062	21593
2254	39078	21575
2255	39094	21557
2256	39109	21538
2257	39125	21520
2258	39140	21502
2259	39156	21484
2260	39172	21466
2261	39188	21448
2262	39204	21429
2263	39221	21412
2264	39237	21394
2265	39252	21376
2266	39269	21358
2267	39285	21340
2268	39301	21322
2269	39317	21304
2270	39333	21286
2271	39348	21267
2272	39364	21249
2273	39380	21231
2274	39396	21213
2275	39412	21195
2276	39428	21177
2277	39444	21159
2278	39460	21141
2279	39477	21123
2280	39493	21106
2281	39509	21087
2282	39525	21070
2283	39542	21052
2284	39558	21034
2285	39574	21016
2286	39590	20998
2287	39608	20981
2288	39627	20965
2289	39652	20951
2290	39671	20935
2291	39691	20919
2292	39710	20903
2293	39730	20887
2294	39748	20870
2295	39768	20854
2296	39787	20837
2297	39807	20821
2298	39827	20805
2299	39847	20789
2300	39865	20772
2301	39884	20756
2302	39905	20741
2303	39925	20724
2304	39944	20708
2305	39963	20692
2306	39982	20675
2307	40000	20659
2308	40018	20641
2309	40037	20625
2310	40055	20608
2311	40074	20591
2312	40093	20575
2313	40112	20558
2314	40131	20542
2315	40150	20525
2316	40168	20508
2317	40186	20492
2318	40204	20474
2319	40223	20458
2320	40240	20440
2321	40257	20423
2322	40277	20407
2323	40295	20390
2324	40312	20372
2325	40328	20355
2326	40345	20337
2327	40362	20319
2328	40379	20302
2329	40394	20284
2330	40411	20266
2331	40427	20248
2332	40443	20230
2333	40460	20212
2334	40477	20195
2335	40493	20177
2336	40509	20159
2337	40525	20141
2338	40539	20122
2339	40555	20104
2340	40570	20086
2341	40586	20067
2342	40601	20049
2343	40618	20032
2344	40635	20014
2345	40651	19996
2346	40666	19978
2347	40682	19960
2348	40699	19942
2349	40714	19924
2350	40730	19906
2351	40746	19888
2352	40764	19870
2353	40780	19853
2354	40796	19835
2355	40812	19817
2356	40829	19799
2357	40845	19781
2358	40862	19764
2359	40878	19746
2360	40895	19729
2361	40912	19711
2362	40929	19694
2363	40945	19675
2364	40962	19658
2365	40979	19640
2366	40994	19622
2367	41011	19605
2368	41027	19587
2369	41044	19569
2370	41061	19552
2371	41077	19534
2372	41093	19516
2373	41110	19498
2374	41127	19481
2375	41144	19463
2376	41161	19446
2377	41178	19429
2378	41195	19411
2379	41212	19394
2380	41229	19376
2381	41245	19358
2382	41262	19341
2383	41277	19322
2384	41294	19305
2385	41312	19288
2386	41329	19270
2387	41345	19253
2388	41361	19235
2389	41377	19217
2390	41393	19199
2391	41409	19181
2392	41425	19163
2393	41441	19145
2394	41458	19128
2395	41475	19110
2396	41492	19093
2397	41510	19076
2398	41527	19058
2399	41543	19040
2400	41560	19023
2401	41577	19005
2402	41594	18988
2403	41613	18971
2404	41631	18954
2405	41648	18937
2406	41664	18919
2407	41681	18902
2408	41698	18884
2409	41716	18867
2410	41733	18850
2411	41751	18832
2412	41767	18815
2413	41783	18797
2414	41799	18779
2415	41816	18761
2416	41832	18743
2417	41859	18730
2418	41886	18718
2419	41904	18701
2420	41922	18684
2421	41938	18666
2422	41954	18648
2423	41971	18630
2424	41988	18613
2425	42006	18596
2426	42025	18580
2427	42043	18562
2428	42062	18546
2429	42080	18529
2430	42098	18512
2431	42116	18495
2432	42134	18478
2433	42153	18461
2434	42171	18444
2435	42189	18427
2436	42207	18410
2437	42225	18393
2438	42243	18376
2439	42260	18358
2440	42277	18341
2441	42294	18323
2442	42310	18306
2443	42326	18288
2444	42343	18270
2445	42358	18252
2446	42374	18234
2447	42390	18216
2448	42407	18199
2449	42444	18190
2450	42462	18173
2451	42479	18155
2452	42496	18138
2453	42515	18122
2454	42532	18104
2455	42548	18086
2456	42565	18069
2457	42582	18051
2458	42600	18034
2459	42616	18016
2460	42633	17999
2461	42650	17981
2462	42666	17963
2463	42681	17945
2464	42697	17927
2465	42714	17910
2466	42730	17892
2467	42746	17874
2468	42762	17856
2469	42779	17839
2470	42795	17821
2471	42810	17803
2472	42826	17785
2473	42842	17767
2474	42858	17749
2475	42876	17732
2476	42893	17714
2477	42910	17697
2478	42926	17679
2479	42942	17661
2480	42959	17644
2481	42976	17626
2482	42993	17609
2483	43010	17592
2484	43027	17574
2485	43045	17557
2486	43062	17539
2487	43078	17522
2488	43096	17505
2489	43113	17487
2490	43130	17470
2491	43147	17452
2492	43164	17435
2493	43181	17418
2494	43198	17400
2495	43215	17383
2496	43230	17365
2497	43247	17347
2498	43262	17329
2499	43278	17311
2500	43293	17293
2501	43310	17275
2502	43327	17258
2503	43343	17240
2504	43360	17222
2505	43376	17205
2506	43393	17187
2507	43409	17169
2508	43425	17152
2509	43441	17134
2510	43458	17116
2511	43474	17098
2512	43490	17081
2513	43506	17063
2514	43522	17045
2515	43538	17027
2516	43554	17009
2517	43570	16992
2518	43588	16975
2519	43607	16958
2520	43627	16942
2521	43647	16925
2522	43667	16909
2523	43686	16892
2524	43705	16876
2525	43724	16859
2526	43744	16843
2527	43761	16826
2528	43778	16808
2529	43794	16790
2530	43811	16773
2531	43827	16755
2532	43844	16738
2533	43861	16720
2534	43878	16703
2535	43895	16685
2536	43913	16668
2537	43929	16651
2538	43946	16633
2539	43963	16616
2540	43980	16598
2541	43997	16581
2542	44014	16564
2543	44033	16547
2544	44052	16530
2545	44071	16513
2546	44090	16497
2547	44109	16480
2548	44128	16463
2549	44146	16446
2550	44165	16430
2551	44185	16413
2552	44204	16397
2553	44223	16380
2554	44243	16364
2555	44263	16347
2556	44282	16331
2557	44300	16314
2558	44318	16296
2559	44334	16279
2560	44352	16261
2561	44369	16244
2562	44386	16227
2563	44403	16209
2564	44420	16192
2565	44438	16175
2566	44456	16158
2567	44473	16140
2568	44491	16123
2569	44508	16106
2570	44525	16088
2571	44542	16071
2572	44559	16053
2573	44577	16036
2574	44596	16020
2575	44613	16002
2576	44630	15985
2577	44647	15967
2578	44663	15949
2579	44679	15932
2580	44695	15914
2581	44712	15897
2582	44729	15879
2583	44746	15862
2584	44762	15844
2585	44779	15826
2586	44795	15809
2587	44813	15792
2588	44830	15774
2589	44847	15757
2590	44864	15739
2591	44879	15721
2592	44896	15704
2593	44913	15686
2594	44930	15669
2595	44947	15651
2596	44963	15634
2597	44979	15616
2598	44996	15598
2599	45012	15581
2600	45028	15563
2601	45043	15545
2602	45059	15527
2603	45075	15509
2604	45091	15491
2605	45107	15474
2606	45122	15456
2607	45139	15438
2608	45155	15421
2609	45170	15403
2610	45187	15385
2611	45203	15367
2612	45220	15350
2613	45236	15332
2614	45251	15314
2615	45267	15296
2616	45283	15278
2617	45299	15261
2618	45314	15243
2619	45330	15225
2620	45347	15208
2621	45363	15190
2622	45378	15172
2623	45394	15154
2624	45409	15136
2625	45424	15118
2626	45442	15101
2627	45458	15083
2628	45474	15065
2629	45491	15048
2630	45508	15030
2631	45525	15013
2632	45542	14996
2633	45560	14979
2634	45578	14962
2635	45596	14945
2636	45613	14927
2637	45630	14910
2638	45649	14893
2639	45665	14875
2640	45682	14858
2641	45697	14840
2642	45716	14823
2643	45734	14806
2644	45756	14790
2645	45775	14774
2646	45796	14757
2647	45815	14741
2648	45839	14726
2649	45895	14721
2650	45917	14705
2651	45966	14698
2652	45997	14685
2653	46017	14668
2654	46041	14653
2655	46069	14639
2656	46104	14627
2657	46133	14614
2658	46165	14601
2659	46199	14589
2660	46228	14575
2661	46258	14562
2662	46287	14548
2663	46318	14535
2664	46338	14518
2665	46359	14502
2666	46382	14486
2667	46405	14471
2668	46425	14454
2669	46444	14437
2670	46463	14420
2671	46482	14403
2672	46499	14386
2673	46518	14369
2674	46535	14352
2675	46551	14334
2676	46568	14316
2677	46588	14299
2678	46604	14282
2679	46620	14264
2680	46636	14246
2681	46651	14228
2682	46667	14210
2683	46693	14195
2684	46714	14179
2685	46733	14162
2686	46750	14145
2687	46767	14127
2688	46784	14110
2689	46801	14092
2690	46817	14074
2691	46833	14057
2692	46849	14039
2693	46865	14021
2694	46880	14003
2695	46897	13985
2696	46912	13967
2697	46929	13950
2698	46945	13932
2699	46961	13914
2700	46977	13896
2701	46995	13879
2702	47011	13861
2703	47026	13843
2704	47041	13825
2705	47057	13807
2706	47074	13790
2707	47090	13772
2708	47108	13755
2709	47125	13737
2710	47141	13719
2711	47157	13701
2712	47172	13684
2713	47195	13668
2714	47214	13651
2715	47233	13634
2716	47254	13618
2717	47278	13602
2718	47298	13585
2719	47317	13568
2720	47335	13551
2721	47353	13534
2722	47371	13517
2723	47387	13499
2724	47404	13482
2725	47421	13464
2726	47438	13447
2727	47455	13429
2728	47472	13412
2729	47490	13394
2730	47507	13377
2731	47524	13359
2732	47541	13342
2733	47559	13325
2734	47581	13308
2735	47601	13292
2736	47618	13274
2737	47634	13257
2738	47651	13239
2739	47669	13222
2740	47687	13204
2741	47705	13187
2742	47721	13170
2743	47738	13152
2744	47754	13134
2745	47773	13117
2746	47790	13100
2747	47806	13082
2748	47823	13064
2749	47839	13047
2750	47855	13029
2751	47900	13019
2752	47926	13004
2753	47943	12986
2754	47961	12969
2755	47979	12952
2756	47999	12935
2757	48018	12918
2758	48035	12901
2759	48053	12883
2760	48072	12867
2761	48090	12849
2762	48108	12832
2763	48125	12814
2764	48141	12797
2765	48157	12779
2766	48175	12762
2767	48193	12744
2768	48211	12727
2769	48229	12710
2770	48246	12692
2771	48264	12675
2772	48282	12658
2773	48298	12640
2774	48314	12622
2775	48331	12605
2776	48347	12587
2777	48363	12569
2778	48379	12551
2779	48397	12534
2780	48414	12517
2781	48432	12499
2782	48449	12482
2783	48466	12464
2784	48482	12447
2785	48499	12429
2786	48515	12411
2787	48531	12393
2788	48547	12376
2789	48563	12358
2790	48581	12341
2791	48597	12323
2792	48613	12305
2793	48628	12287
2794	48650	12271
2795	48669	12254
2796	48697	12239
2797	48722	12224
2798	48739	12206
2799	48756	12189
2800	48773	12171
2801	48789	12153
2802	48805	12136
2803	48821	12118
2804	48837	12100
2805	48853	12082
2806	48868	12064
2807	48884	12046
2808	48900	12029
2809	48917	12011
2810	48933	11994
2811	48949	11976
2812	48968	11959
2813	48984	11941
2814	49001	11923
2815	49016	11906
2816	49033	11888
2817	49049	11870
2818	49065	11853
2819	49083	11835
2820	49099	11818
2821	49117	11800
2822	49134	11783
2823	49150	11765
2824	49166	11747
2825	49181	11729
2826	49197	11711
2827	49214	11694
2828	49231	11677
2829	49247	11659
2830	49263	11641
2831	49279	11623
2832	49296	11606
2833	49312	11588
2834	49328	11570
2835	49344	11553
2836	49360	11535
2837	49375	11517
2838	49392	11499
2839	49407	11482
2840	49469	11475
2841	49494	11459
2842	49513	11442
2843	49534	11425
2844	49557	11409
2845	49579	11393
2846	49597	11375
2847	49617	11359
2848	49638	11342
2849	49657	11325
2850	49676	11308
2851	49695	11291
2852	49713	11274
2853	49732	11256
2854	49751	11239
2855	49772	11223
2856	49792	11206
2857	49809	11188
2858	49827	11171
2859	49846	11154
2860	49865	11137
2861	49883	11120
2862	49901	11102
2863	49922	11086
2864	49940	11068
2865	49957	11051
2866	49974	11033
2867	49990	11015
2868	50006	10998
2869	50022	10980
2870	50039	10962
2871	50054	10945
2872	50069	10927
2873	50085	10909
2874	50101	10891
2875	50116	10873
2876	50132	10856
2877	50149	10838
2878	50165	10820
2879	50181	10802
2880	50197	10785
2881	50213	10767
2882	50228	10749
2883	50244	10731
2884	50261	10714
2885	50278	10696
2886	50295	10679
2887	50312	10661
2888	50328	10644
2889	50346	10626
2890	50363	10609
2891	50379	10591
2892	50395	10573
2893	50414	10556
2894	50431	10539
2895	50446	10521
2896	50462	10503
2897	50479	10485
2898	50495	10468
2899	50511	10450
2900	50527	10432
2901	50545	10415
2902	50562	10398
2903	50578	10380
2904	50594	10362
2905	50610	10345
2906	50629	10327
2907	50645	10310
2908	50662	10292
2909	50678	10275
2910	50694	10257
2911	50712	10240
2912	50729	10222
2913	50745	10204
2914	50761	10187
2915	50778	10169
2916	50794	10152
2917	50811	10134
2918	50827	10116
2919	50842	10098
2920	50859	10081
2921	50886	10065
2922	50954	10058
2923	51017	10049
2924	51066	10038
2925	51107	10025
2926	51141	10011
2927	51167	9995
2928	51194	9980
2929	51214	9963
2930	51236	9946
2931	51256	9929
2932	51278	9912
2933	51296	9895
2934	51319	9879
2935	51345	9863
2936	51368	9846
2937	51387	9829
2938	51409	9813
2939	51437	9797
2940	51459	9781
2941	51481	9764
2942	51500	9747
2943	51519	9729
2944	51538	9712
2945	51558	9695
2946	51576	9678
2947	51595	9660
2948	51612	9643
2949	51631	9626
2950	51649	9608
2951	51666	9591
2952	51684	9573
2953	51700	9556
2954	51716	9538
2955	51733	9520
2956	51749	9502
2957	51765	9485
2958	51781	9467
2959	51796	9449
2960	51812	9431
2961	51827	9413
2962	51844	9396
2963	51861	9378
2964	51879	9361
2965	51895	9343
2966	51911	9325
2967	51927	9307
2968	51942	9289
2969	51958	9272
2970	51974	9254
2971	51991	9236
2972	52007	9219
2973	52023	9201
2974	52038	9183
2975	52053	9165
2976	52069	9147
2977	52085	9129
2978	52100	9111
2979	52116	9094
2980	52132	9076
2981	52147	9058
2982	52163	9040
2983	52179	9023
2984	52196	9005
2985	52213	8987
2986	52229	8970
2987	52247	8952
2988	52263	8934
2989	52280	8917
2990	52297	8899
2991	52314	8882
2992	52330	8864
2993	52346	8846
2994	52363	8829
2995	52379	8811
2996	52395	8793
2997	52410	8775
2998	52427	8758
2999	52443	8740
3000	52459	8722
3001	52475	8705
3002	52491	8687
3003	52508	8669
3004	52526	8652
3005	52543	8634
3006	52559	8617
3007	52576	8599
3008	52592	8581
3009	52608	8564
3010	52624	8546
3011	52640	8528
3012	52660	8511
3013	52677	8494
3014	52694	8476
3015	52710	8458
3016	52726	8441
3017	52742	8423
3018	52758	8405
3019	52775	8388
3020	52791	8370
3021	52807	8352
3022	52823	8335
3023	52839	8317
3024	52855	8299
3025	52871	8281
3026	52887	8264
3027	52903	8246
3028	52919	8228
3029	52935	8211
3030	52953	8193
3031	52970	8176
3032	52990	8159
3033	53010	8141
3034	53029	8124
3035	53048	8107
3036	53066	8090
3037	53084	8072
3038	53102	8055
3039	53121	8038
3040	53140	8020
3041	53159	8003
3042	53179	7986
3043	53198	7969
3044	53217	7951
3045	53236	7934
3046	53255	7917
3047	53274	7900
3048	53291	7882
3049	53307	7865
3050	53323	7847
3051	53339	7829
3052	53356	7812
3053	53372	7794
3054	53388	7776
3055	53403	7758
3056	53419	7741
3057	53435	7723
3058	53451	7705
3059	53467	7688
3060	53483	7670
3061	53499	7652
3062	53517	7635
3063	53534	7617
3064	53550	7600
3065	53566	7582
3066	53582	7564
3067	53598	7547
3068	53613	7529
3069	53629	7511
3070	53645	7493
3071	53661	7476
3072	53678	7458
3073	53694	7441
3074	53709	7423
3075	53725	7405
3076	53741	7387
3077	53758	7370
3078	53774	7352
3079	53789	7334
3080	53805	7317
3081	53820	7299
3082	53836	7281
3083	53852	7264
3084	53868	7246
3085	53883	7228
3086	53899	7211
3087	53914	7193
3088	53931	7175
3089	53947	7158
3090	53963	7140
3091	53978	7122
3092	53994	7105
3093	54010	7087
3094	54025	7069
3095	54041	7051
3096	54057	7034
3097	54072	7016
3098	54088	6998
3099	54105	6981
3100	54121	6963
3101	54138	6946
3102	54153	6928
3103	54170	6910
3104	54185	6893
3105	54201	6875
3106	54217	6857
3107	54234	6840
3108	54250	6822
3109	54266	6805
3110	54283	6787
3111	54299	6770
3112	54315	6752
3113	54330	6734
3114	54346	6716
3115	54361	6699
3116	54377	6681
3117	54392	6663
3118	54408	6646
3119	54425	6628
3120	54442	6611
3121	54458	6593
3122	54474	6575
3123	54489	6558
3124	54507	6540
3125	54524	6523
3126	54539	6505
3127	54555	6488
3128	54571	6470
3129	54587	6452
3130	54602	6435
3131	54618	6417
3132	54634	6399
3133	54650	6382
3134	54665	6364
3135	54683	6347
3136	54698	6329
3137	54714	6311
3138	54730	6294
3139	54746	6276
3140	54762	6259
3141	54778	6241
3142	54793	6223
3143	54809	6206
3144	54824	6188
3145	54840	6170
3146	54855	6153
3147	54871	6135
3148	54887	6117
3149	54902	6100
3150	54919	6082
3151	54934	6065
3152	54950	6047
3153	54965	6029
3154	54980	6012
3155	54997	5994
3156	55013	5977
3157	55028	5959
3158	55043	5941
3159	55058	5924
3160	55074	5906
3161	55089	5888
3162	55104	5871
3163	55120	5853
3164	55136	5835
3165	55151	5818
3166	55167	5800
3167	55183	5783
3168	55199	5765
3169	55214	5747
3170	55229	5730
3171	55245	5712
3172	55261	5695
3173	55278	5677
3174	55294	5660
3175	55310	5642
3176	55327	5625
3177	55344	5607
3178	55360	5590
3179	55377	5572
3180	55393	5555
3181	55410	5537
3182	55427	5520
3183	55443	5502
3184	55460	5485
3185	55475	5467
3186	55493	5450
3187	55511	5432
3188	55526	5415
3189	55542	5397
3190	55557	5379
3191	55573	5362
3192	55588	5344
3193	55604	5327
3194	55621	5309
3195	55637	5292
3196	55653	5274
3197	55670	5257
3198	55686	5239
3199	55703	5222
3200	55719	5204
3201	55735	5187
3202	55752	5169
3203	55768	5152
3204	55785	5134
3205	55801	5117
3206	55818	5099
3207	55834	5082
3208	55853	5064
3209	55869	5047
3210	55885	5029
3211	55901	5012
3212	55916	4994
3213	55933	4977
3214	55949	4959
3215	55965	4942
3216	55981	4924
3217	55997	4907
3218	56013	4889
