iter	MAPE	RMSE
107	1.954870953	703.6821892
108	1.937910678	702.4641714
109	1.929976042	701.43082
110	1.919596724	700.3987868
111	1.895175803	699.3483521
112	1.879067035	698.3452077
113	1.867231395	697.3215458
114	1.860626383	696.4195729
115	1.844914016	695.7437146
116	1.827821249	694.8927658
117	1.799366364	693.8433735
118	1.78289079	692.9250937
119	1.768914039	691.9745662
120	1.750742104	691.2555473
121	1.735610618	690.5645391
122	1.727197548	689.8774029
123	1.712614538	689.2383468
124	1.705234946	688.6298275
125	1.689598066	688.0119753
126	1.674467218	687.3916388
127	1.661344934	686.6779185
128	1.649376329	686.1394386
129	1.642173589	685.6235973
130	1.625336464	684.9859101
131	1.610661774	684.4290469
132	1.598173586	684.3584872
133	1.586530742	683.711967
134	1.57647944	683.2533452
135	1.563249169	682.7833027
136	1.55254874	682.2554282
137	1.548303815	681.8238426
138	1.536324857	681.3899052
139	1.524847041	681.3287312
140	1.52096246	681.2744384
141	1.512707726	680.849017
142	1.505974275	680.7875732
143	1.494024278	680.4623895
144	1.490865747	680.1420582
145	1.476902627	679.7960117
146	1.465911787	679.5104639
147	1.456080509	679.2252132
148	1.444885349	678.9406013
149	1.433749205	678.6781931
150	1.426999769	678.4645365
151	1.421718299	678.2033641
152	1.409873524	677.9257255
153	1.399780403	677.6328442
154	1.392964334	677.578234
155	1.378990565	677.3525437
156	1.370182438	677.0915545
157	1.361895924	677.0199665
158	1.352877549	676.7546574
159	1.342541995	676.7039408
160	1.345208479	676.6488368
161	1.336875112	676.4663237
162	1.325500218	676.3902965
163	1.312515778	676.2197878
164	1.309189213	676.1779928
165	1.307278528	675.9943967
166	1.298146614	675.9457361
167	1.290491686	675.7724206
168	1.28141455	675.5926339
169	1.271506046	675.4754378
170	1.262195916	675.3404496
171	1.261654269	675.3001602
172	1.253793485	675.1411919
173	1.247367825	675.0841237
174	1.242719914	674.9103238
175	1.23678343	674.7631885
176	1.230946325	674.6229907
177	1.231463884	674.5890664
178	1.229473282	674.4060116
179	1.221669566	674.2692017
180	1.216889595	674.2006371
181	1.209736947	674.0328692
182	1.205299764	673.9982203
183	1.19733051	673.826328
184	1.192230343	673.7378389
185	1.187492395	673.5480543
186	1.184113978	673.3586064
187	1.1820296	673.3336242
188	1.175064335	673.313882
189	1.168060228	673.2860624
190	1.16198441	673.2563723
191	1.1546293	673.1344693
192	1.151341945	673.1098343
193	1.147773119	673.0834049
194	1.143834705	673.059792
195	1.138272538	672.9427335
196	1.132883713	672.8144456
197	1.127086812	672.7811055
198	1.124311458	672.677888
199	1.11958594	672.5581613
200	1.113146098	672.3939417
201	1.112082468	672.3690073
202	1.108185077	672.3398484
203	1.102611636	672.2488567
204	1.102062508	672.2139493
205	1.092131572	672.135139
206	1.090737398	672.1101404
207	1.086510918	672.0395775
208	1.080164991	672.0173916
209	1.074375127	671.9950003
210	1.074804916	671.8840507
211	1.073809432	671.7956105
212	1.073429587	671.7763202
213	1.0669178	671.642945
214	1.061971301	671.6231231
215	1.061601006	671.6060423
216	1.055655094	671.588989
217	1.055106647	671.5728093
218	1.051151768	671.5064526
219	1.052263037	671.489875
220	1.046205612	671.4703845
221	1.045099785	671.3521831
222	1.04241611	671.2986234
223	1.039047401	671.2843214
224	1.039087807	671.1752184
225	1.030580974	671.1222228
226	1.02352671	671.0198649
227	1.020642842	671.0059884
228	1.020941562	670.9917819
229	1.019685511	670.9159518
230	1.016470256	670.9011135
231	1.016971242	670.8011876
232	1.016101653	670.7340162
233	1.013186714	670.6437804
234	1.01289801	670.634181
235	1.00914288	670.5428907
236	1.002731478	670.4802473
237	1.005211344	670.4666798
238	1.007827452	670.4380339
239	1.006614876	670.4267869
240	1.00312878	670.365541
241	0.9976877998	670.3181523
242	0.9958818113	670.2763468
243	0.9951582727	670.1963495
244	0.9956205101	670.1836509
245	0.9918800933	670.133053
246	0.9882551517	670.0716345
247	0.9860111172	670.0248873
248	0.9831184258	670.0018999
249	0.9802858938	669.9897616
250	0.9736576455	669.9262426
251	0.9736709821	669.8617922
252	0.9741590459	669.8527414
253	0.9714635106	669.8311217
254	0.9703653835	669.8223579
255	0.9652189614	669.7604706
256	0.9640979711	669.7389269
257	0.9597216245	669.6829063
258	0.9563853103	669.6219768
259	0.9560941724	669.6013161
260	0.9531500742	669.5570473
261	0.9526729824	669.5055216
262	0.949983282	669.4705514
263	0.9501392725	669.4632668
264	0.949866191	669.4550748
265	0.9490036385	669.4067418
266	0.9435472797	669.396731
267	0.9452737706	669.3609879
268	0.9446548172	669.352965
269	0.9453086578	669.3450811
270	0.9426406297	669.3318732
271	0.9414592831	669.3229929
272	0.9380070569	669.3130748
273	0.936369224	669.2645566
274	0.9348550625	669.2566519
275	0.9302560744	669.2249225
276	0.9294796509	669.2072111
277	0.9295117721	669.1625226
278	0.9263084623	669.1374984
279	0.9247963813	669.0973424
280	0.9217080356	669.0884351
281	0.918028768	669.0761324
282	0.918457707	669.0706665
283	0.9174280413	669.0617648
284	0.9153268148	669.049509
285	0.9117373403	669.0435567
286	0.9153004123	669.0369254
287	0.9160574098	669.0296325
288	0.9164648976	668.9832463
289	0.9161701364	668.9764198
290	0.918165592	668.9480913
291	0.9181097745	668.9413221
292	0.915913978	668.9130166
293	0.9134028919	668.8888606
294	0.9104853508	668.8512133
295	0.9082448972	668.8262662
296	0.9051110504	668.8153165
297	0.90464015	668.8095194
298	0.9001896865	668.796538
299	0.8987083274	668.7689465
300	0.8987525668	668.7635428
301	0.8945828681	668.7424188
302	0.8924008449	668.7132323
303	0.8903729086	668.6935056
304	0.8906035419	668.6836436
305	0.8914370631	668.6811231
306	0.8897115593	668.6725547
307	0.8909479576	668.6590729
308	0.8923950909	668.635038
309	0.892869625	668.6233662
310	0.8936141407	668.6005687
311	0.8943139259	668.579093
312	0.888977948	668.5705576
313	0.8845403097	668.5467704
314	0.8823668333	668.5371768
315	0.8817363121	668.5246068
316	0.8811108072	668.5189666
317	0.883222895	668.4986406
318	0.8825395956	668.4845932
319	0.8833335683	668.4751707
320	0.8804342639	668.4690476
321	0.8777299725	668.4564968
322	0.8774561942	668.452284
323	0.8747890707	668.4289994
324	0.8735537525	668.4062341
325	0.8743615601	668.4029156
326	0.8739398858	668.3872674
327	0.8725607592	668.3743633
328	0.8700013146	668.3653171
329	0.8704511658	668.3622465
330	0.8661218316	668.3503332
331	0.8664571918	668.3463199
332	0.8673609077	668.3319262
333	0.8672698978	668.3294469
334	0.8660323194	668.3213985
335	0.8651007368	668.3130238
336	0.8601422296	668.3061065
337	0.8601291499	668.2932373
338	0.8596403973	668.2888456
339	0.8592016946	668.278494
340	0.8582414624	668.26615
341	0.8560484939	668.2562508
342	0.8552908665	668.2491645
343	0.8564671772	668.2409386
344	0.8562120025	668.2272891
345	0.853680494	668.2208405
346	0.8540397913	668.2165784
347	0.8545416814	668.2148658
348	0.8544824113	668.2029636
349	0.8508746338	668.1945153
350	0.8509351143	668.187754
351	0.8507704348	668.1846489
352	0.8486038127	668.1791091
353	0.8468166614	668.1647023
354	0.8396378502	668.1525877
355	0.8386406509	668.1487221
356	0.8359259557	668.1419099
357	0.8320356607	668.1350439
358	0.8302850613	668.128489
359	0.828685886	668.1150427
360	0.8266032999	668.104062
361	0.8264392758	668.0935069
362	0.8270103094	668.0897929
363	0.8228325668	668.0833698
364	0.8230608739	668.0818928
365	0.8189847723	668.0770202
366	0.8168600874	668.0731413
367	0.813242591	668.0674136
368	0.8075227291	668.0610517
369	0.804572243	668.0519197
370	0.8040991987	668.045346
371	0.8015402493	668.0372191
372	0.800825438	668.03044
373	0.7981231284	668.0230868
374	0.7975872776	668.0194959
375	0.7974233724	668.0178366
376	0.7969186467	668.0097665
377	0.7963293939	668.0029924
378	0.7961541108	667.9952069
379	0.7921456652	667.9890479
380	0.7898268638	667.9818094
381	0.7891835515	667.9797387
382	0.7873450502	667.9729069
383	0.7847297182	667.9649561
384	0.7832886715	667.9587273
385	0.7833550636	667.9558929
386	0.7832304429	667.9467026
387	0.7812171221	667.9400706
388	0.77806112	667.9289202
389	0.7769408944	667.9235984
390	0.7761706344	667.9201082
391	0.7756446033	667.9144691
392	0.7754139119	667.9067313
393	0.7724142148	667.9014319
394	0.7714042408	667.8968818
395	0.7682708521	667.8883396
396	0.7676643874	667.8831586
397	0.7676992237	667.8805676
398	0.7677552414	667.8792793
399	0.7660172223	667.8721138
400	0.7662861716	667.8707139
401	0.76514582	667.8658918
402	0.7649510179	667.8616477
403	0.7626947797	667.8599146
404	0.7605005357	667.8544814
405	0.7601395702	667.8498418
406	0.7595416461	667.8446428
407	0.757355622	667.8400913
408	0.7573714518	667.8383156
409	0.7565068712	667.8364774
410	0.7560009563	667.8334495
411	0.7546227534	667.8306032
412	0.754266211	667.8257027
413	0.7541458356	667.8239221
414	0.75493572	667.8209612
415	0.7545608626	667.817259
416	0.7501554391	667.8111096
417	0.7491629493	667.8033149
418	0.7478872796	667.8000484
419	0.7463587188	667.7957654
420	0.7439840762	667.792602
421	0.7427113918	667.7873425
422	0.7421792305	667.7834876
423	0.7419286057	667.7796217
424	0.7388788157	667.7761526
425	0.7385243892	667.7747911
426	0.73675717	667.7702475
427	0.7330108236	667.7640445
428	0.7326774151	667.7602878
429	0.7326266633	667.755199
430	0.7307535563	667.7506095
431	0.7279776264	667.7462134
432	0.7271535354	667.7425429
433	0.7266749648	667.7403369
434	0.726021996	667.737052
435	0.7252785754	667.7347107
436	0.7250576128	667.7322634
437	0.7226642039	667.7266825
438	0.7215705289	667.719897
439	0.7219576513	667.7172716
440	0.7219831239	667.714144
441	0.7200203885	667.7106494
442	0.7166518949	667.7062015
443	0.7165460621	667.7027886
444	0.7157304465	667.699127
445	0.7149305855	667.6972857
446	0.7138886947	667.6930033
447	0.7111166482	667.6906847
448	0.7105510669	667.6874436
449	0.7111907943	667.6825804
450	0.7102011183	667.6795285
451	0.7092942415	667.6767035
452	0.7065844595	667.6740373
453	0.7063750675	667.6713992
454	0.7038467892	667.6688501
455	0.7012549646	667.665668
456	0.7011224062	667.663616
457	0.7008382452	667.6557354
458	0.7001926292	667.6538301
459	0.6996380056	667.6498415
460	0.6987627823	667.6446131
461	0.6970049089	667.6406331
462	0.6965747103	667.6360764
463	0.6968726602	667.6310686
464	0.6966286363	667.6295801
465	0.6959109786	667.6252612
466	0.6916280309	667.6205156
467	0.6907606351	667.6188249
468	0.6886535775	667.6111404
469	0.6872101686	667.6077749
470	0.6864585623	667.6053985
471	0.6863644715	667.6000073
472	0.686152654	667.5977553
473	0.6838169523	667.5930117
474	0.683597291	667.5922377
475	0.682024588	667.5884138
476	0.6818056144	667.5872167
477	0.6811735878	667.5858743
478	0.6801597943	667.5823669
479	0.6794852827	667.5774437
480	0.6786511036	667.5742907
481	0.6780939582	667.5728637
482	0.6773434757	667.5715935
483	0.6774125115	667.5702605
484	0.6758903001	667.5655952
485	0.6751815663	667.5613728
486	0.6724316807	667.5577998
487	0.6704232585	667.5549868
488	0.6685834523	667.5529013
489	0.6668659714	667.548779
490	0.665950505	667.5464377
491	0.6655005482	667.545007
492	0.663862011	667.544179
493	0.6632732135	667.5431671
494	0.6608006705	667.5404515
495	0.6586516187	667.5372242
496	0.6572851027	667.5352349
497	0.6568892858	667.5331802
498	0.6553073025	667.5309486
499	0.6540998321	667.5266427
500	0.6542341132	667.524748
501	0.6526580225	667.5218749
502	0.652450122	667.5194503
503	0.651084308	667.5167252
504	0.6499848148	667.5155944
505	0.650388497	667.5131612
506	0.6489653201	667.5095487
507	0.6486573955	667.5073384
508	0.6474594769	667.5020598
509	0.6464408226	667.4995997
510	0.646258172	667.4948341
511	0.6453124891	667.4920837
512	0.6452875779	667.4885538
513	0.6446747156	667.487113
514	0.64336667	667.4845581
515	0.6430921725	667.4824374
516	0.6419374555	667.4807256
517	0.63989021	667.4791315
518	0.6386871527	667.4748485
519	0.6381639514	667.4721679
520	0.6370527026	667.4701958
521	0.6361445226	667.4682697
522	0.6348669531	667.467184
523	0.6335278277	667.4650607
524	0.6313957353	667.4620787
525	0.6306092128	667.4600552
526	0.6289798999	667.4584079
527	0.6286601249	667.4577971
528	0.6263630205	667.4558855
529	0.6254600067	667.4548896
530	0.6244549061	667.4534589
531	0.622093478	667.4523069
532	0.6216456524	667.4511615
533	0.6207231588	667.4489232
534	0.6190331696	667.4471732
535	0.6180046164	667.4457013
536	0.6149524511	667.4441925
537	0.61251134	667.4423017
538	0.6118347266	667.4403727
539	0.6114793561	667.4379088
540	0.6108238694	667.4361056
541	0.6101042216	667.435083
542	0.6091559486	667.4321514
543	0.6089068918	667.4310395
544	0.607337499	667.4288571
545	0.6065527488	667.4260745
546	0.6053536744	667.4251845
547	0.6049885783	667.423705
548	0.6054689025	667.4214778
549	0.6048028649	667.4201974
550	0.6034237833	667.4178867
551	0.602402752	667.4163019
552	0.6025220112	667.4138845
553	0.6015707729	667.4118872
554	0.5999266353	667.4092376
555	0.5981546255	667.407305
556	0.5972873208	667.4059331
557	0.5969977722	667.4038805
558	0.594682069	667.4022359
559	0.5938285099	667.4007643
560	0.5937057904	667.3991774
561	0.593097811	667.3979837
562	0.5927147608	667.3963818
563	0.5929189047	667.395159
564	0.5917972935	667.3931113
565	0.5897444996	667.39064
566	0.5894939029	667.3895607
567	0.5885677599	667.3875746
568	0.5877960195	667.386136
569	0.5877617705	667.384851
570	0.5859458837	667.3832896
571	0.5856092908	667.381698
572	0.5843296355	667.3800669
573	0.5830275044	667.3791937
574	0.5812149328	667.3776364
575	0.5807532117	667.3760085
576	0.5799007897	667.3735045
577	0.5765292259	667.3711607
578	0.575146552	667.3701059
579	0.5746816658	667.3686679
580	0.5743536481	667.3666851
581	0.5736196823	667.3639852
582	0.5727642045	667.3625565
583	0.5727120689	667.3611429
584	0.5715758148	667.3599841
585	0.5709451443	667.3588545
586	0.5712196326	667.3565422
587	0.5706095537	667.3554102
588	0.5705752566	667.3547365
589	0.5694149286	667.3536681
590	0.5694098679	667.3523154
591	0.5682350017	667.3514049
592	0.5683641565	667.3495779
593	0.5667924802	667.3479596
594	0.5652988169	667.3462461
595	0.5651157079	667.3450503
596	0.5643832092	667.3430808
597	0.5645213292	667.3422325
598	0.5639115541	667.3412202
599	0.5619519954	667.3396651
600	0.5618447355	667.3390764
601	0.5620871881	667.3382169
602	0.5615508332	667.3375852
603	0.5617296605	667.3355206
604	0.5609427113	667.3343233
605	0.5600718104	667.333167
606	0.5601879125	667.3316204
607	0.5593510607	667.3304262
608	0.5579109878	667.3288537
609	0.557835793	667.3271587
610	0.5569648945	667.3259164
611	0.5560628694	667.3250908
612	0.5551807842	667.3233
613	0.5551757548	667.3222924
614	0.5546125745	667.3217017
615	0.553931813	667.3199145
616	0.55324956	667.3188885
617	0.5516175274	667.3179483
618	0.5502867305	667.3169735
619	0.5492161628	667.3162792
620	0.5486290236	667.3152233
621	0.5480705875	667.3145151
622	0.5471817554	667.3128591
623	0.5473807025	667.3122782
624	0.5474698131	667.3106955
625	0.546397257	667.3096763
626	0.5455996397	667.3084068
627	0.5455685699	667.307578
628	0.5457714677	667.3069504
629	0.5446381498	667.3062616
630	0.5437235274	667.3049367
631	0.5428761966	667.3036033
632	0.5429622861	667.302863
633	0.5429119634	667.3023029
634	0.5418770717	667.3010843
635	0.5412482925	667.3001062
636	0.5411519857	667.2989897
637	0.5401116478	667.2972733
638	0.5400758461	667.296602
639	0.5391487973	667.2949237
640	0.5386994105	667.29412
641	0.5377319099	667.2928292
642	0.537322843	667.2920726
643	0.5361073776	667.2908803
644	0.534691251	667.2898252
645	0.5343525186	667.289005
646	0.5337442349	667.287955
647	0.5336478058	667.2868495
648	0.5331829081	667.2862848
649	0.5326602815	667.2852723
650	0.5317315449	667.2837824
651	0.5301483838	667.2826265
652	0.5290656754	667.2818358
653	0.5281720492	667.2810375
654	0.5268565462	667.2803587
655	0.5262578822	667.2793339
656	0.5248967515	667.2782713
657	0.5242020909	667.2774557
658	0.522819573	667.2763748
659	0.5230961677	667.2757882
660	0.5231222831	667.2754279
661	0.5223245133	667.2738272
662	0.521878528	667.2720903
663	0.5214868756	667.2714598
664	0.5213515634	667.2705096
665	0.5202341838	667.2695557
666	0.5190590079	667.269049
667	0.5186877352	667.2682206
668	0.5184173497	667.2680068
669	0.5172219394	667.2666584
670	0.5153796285	667.265197
671	0.5150288717	667.264245
672	0.5145036074	667.263619
673	0.5145886625	667.2627195
674	0.5141669393	667.2623277
675	0.5127094689	667.2614894
676	0.5121640371	667.2603283
677	0.5118410554	667.2596388
678	0.5114612407	667.2591431
679	0.5109228289	667.258655
680	0.5098833865	667.2579294
681	0.5096836261	667.2565498
682	0.5090025425	667.2560584
683	0.508673093	667.2554136
684	0.5084704209	667.25494
685	0.5085952734	667.2542331
686	0.5077470915	667.2538235
687	0.5070093483	667.2532293
688	0.506498992	667.252777
689	0.5063880592	667.252365
690	0.5058650633	667.2506676
691	0.5051273052	667.2501008
692	0.5045449632	667.2495327
693	0.5035468538	667.2490024
694	0.503604558	667.248169
695	0.5035065107	667.2475344
696	0.5024458777	667.2465557
697	0.5024057298	667.2463308
698	0.5011225022	667.2456507
699	0.5006481814	667.2452072
700	0.5003913722	667.2448674
701	0.5001169199	667.2439023
702	0.4995224893	667.243132
703	0.4985850007	667.2425184
704	0.4982896772	667.2414425
705	0.4979483328	667.2407409
706	0.4975687295	667.2399828
707	0.4975287081	667.239665
708	0.4972058634	667.2392795
709	0.4965291986	667.2386608
710	0.496266341	667.2375327
711	0.4955122855	667.2370111
712	0.4952042965	667.2352313
713	0.4951510952	667.2342947
714	0.4951231411	667.2330644
715	0.4946934604	667.2325218
716	0.4941939728	667.2322058
717	0.4931532891	667.2315551
718	0.4910816492	667.230901
719	0.490992648	667.230272
720	0.4910554464	667.229863
721	0.4903853079	667.2291832
722	0.4897765054	667.2286857
723	0.4892278363	667.2272871
724	0.4881600697	667.2263385
725	0.4874491056	667.225875
726	0.4870285779	667.2256389
727	0.4867177401	667.2242301
728	0.485860518	667.22382
729	0.4856878468	667.2232941
730	0.4856227228	667.2224319
731	0.485172321	667.2219394
732	0.4844737002	667.2216773
733	0.4840805473	667.2209671
734	0.4831014796	667.2202029
735	0.4828072937	667.2199057
736	0.4826140024	667.2197378
737	0.4824227882	667.2194617
738	0.4818190095	667.2190928
739	0.4813643285	667.2182028
740	0.4805815309	667.216928
741	0.4803462247	667.2162417
742	0.4803081569	667.2154844
743	0.4794996377	667.2151294
744	0.4788200101	667.2146853
745	0.4779780324	667.2134538
746	0.4775158635	667.2125469
747	0.4766513612	667.2117234
748	0.4764132225	667.2107988
749	0.4749783938	667.2103333
750	0.4745003513	667.2098286
751	0.4741823014	667.208976
752	0.4741548099	667.2083666
753	0.4743949447	667.2081947
754	0.4730143949	667.2077791
755	0.4728129621	667.2073875
756	0.4724790947	667.2070563
757	0.4717604002	667.2066129
758	0.4709043418	667.2054037
759	0.4704619075	667.2050917
760	0.4704253964	667.2044402
761	0.4703846075	667.2038323
762	0.4701624355	667.2032117
763	0.4679698136	667.2025144
764	0.4672502359	667.2019263
765	0.4667916407	667.201551
766	0.4663491492	667.2009251
767	0.4657725733	667.2006726
768	0.464823669	667.2002776
769	0.4645519435	667.1996626
770	0.4645370877	667.1989677
771	0.4646006186	667.1986327
772	0.4639532509	667.1980935
773	0.4625977887	667.1977215
774	0.4617286227	667.1970048
775	0.4615135466	667.1963378
776	0.461089825	667.1958458
777	0.4609667098	667.1954656
778	0.4609787138	667.1946264
779	0.4613317874	667.1937031
780	0.4610248604	667.1934112
781	0.4604548822	667.1925763
782	0.4597770217	667.1918604
783	0.4596676147	667.1916295
784	0.4598746306	667.1913626
785	0.4592301749	667.1909917
786	0.4586962014	667.1907734
787	0.4585362477	667.1901461
788	0.4582991993	667.1899347
789	0.45831465	667.1897487
790	0.4578643595	667.1891604
791	0.4570840447	667.1888202
792	0.4565684185	667.1885287
793	0.4564372222	667.1875116
794	0.4561707017	667.1873242
795	0.4562531981	667.1871313
796	0.4557034628	667.1868138
797	0.454468902	667.1861362
798	0.4538392731	667.1855574
799	0.4534292162	667.1849957
800	0.452641805	667.184609
801	0.4514643897	667.1838757
802	0.4512133807	667.1835117
803	0.4511071811	667.183321
804	0.4510931188	667.1826851
805	0.4508899271	667.1821471
806	0.4508783637	667.1819284
807	0.4497948105	667.1816883
808	0.449067265	667.1812025
809	0.4486377724	667.1810374
810	0.4483286075	667.1806205
811	0.4474276337	667.1800177
812	0.4467338459	667.1798077
813	0.4464162985	667.1795921
814	0.4457999887	667.1792427
815	0.4451772484	667.1785618
816	0.4446534793	667.177717
817	0.4440872638	667.1774208
818	0.4437855567	667.1770295
819	0.4435970921	667.1768333
820	0.4426395853	667.1762285
821	0.4415892696	667.175732
822	0.4412785892	667.1754959
823	0.4411179484	667.1750989
824	0.4409074588	667.1747792
825	0.4403374899	667.1743268
826	0.4399608355	667.17422
827	0.4390225028	667.1738251
828	0.4387148828	667.1732313
829	0.4384384389	667.1730259
830	0.4381468404	667.172878
831	0.4374570627	667.1725853
832	0.4369879284	667.1720712
833	0.4364060921	667.1714125
834	0.4358792306	667.1708689
835	0.4354505205	667.1706326
836	0.4347815514	667.1704583
837	0.4341599573	667.1700543
838	0.4339572925	667.1697678
839	0.4336683648	667.1695749
840	0.4330479591	667.1691954
841	0.4327286345	667.1688692
842	0.4325762527	667.1685668
843	0.432569901	667.1683614
844	0.4323036155	667.1680436
845	0.4321541015	667.1678851
846	0.4317363439	667.1675949
847	0.431506663	667.1673697
848	0.4312208476	667.16703
849	0.4305671007	667.1665945
850	0.4303013174	667.1663257
851	0.4297224406	667.1659079
852	0.4294392514	667.1655129
853	0.4289083597	667.1650007
854	0.4286822184	667.1645228
855	0.4282940015	667.1642476
856	0.4282563467	667.1637371
857	0.4279588972	667.1636173
858	0.4280277217	667.16342
859	0.4275081675	667.163199
860	0.4268858278	667.1628723
861	0.4264158222	667.1625825
862	0.4258509021	667.1622741
863	0.4256308022	667.1618877
864	0.4254724889	667.1612863
865	0.4251823327	667.1610549
866	0.4240100717	667.160828
867	0.4237268637	667.1605817
868	0.4233541324	667.1603061
869	0.4228711639	667.1599731
870	0.4228140828	667.1594055
871	0.4227399487	667.1590343
872	0.4224721762	667.1583888
873	0.4223108292	667.1581423
874	0.4220206671	667.1577577
875	0.4211378305	667.1574297
876	0.4203423985	667.157232
877	0.4195938808	667.157088
878	0.4185243916	667.1567945
879	0.418380999	667.1565444
880	0.4181111966	667.1560472
881	0.4175975901	667.1557264
882	0.4172700921	667.1553628
883	0.4173505455	667.1551594
884	0.4173386748	667.1549607
885	0.4171583401	667.1547897
886	0.4165542542	667.1545854
887	0.4164072158	667.1544086
888	0.4162169442	667.1542306
889	0.4156302799	667.1538665
890	0.4155503113	667.1535771
891	0.4150819574	667.1530645
892	0.4145839506	667.1526665
893	0.4140165343	667.1523888
894	0.4137130155	667.1520816
895	0.4135871054	667.1515435
896	0.4131334502	667.1512592
897	0.4120735413	667.15082
898	0.4116090308	667.1505361
899	0.4113401531	667.1503224
900	0.4111213137	667.1500935
901	0.4103738278	667.1498798
902	0.4096856169	667.1497342
903	0.4089810693	667.1493914
904	0.4085645543	667.1491597
905	0.4081359246	667.148984
906	0.4076975861	667.1488175
907	0.4075345376	667.1485558
908	0.4069119041	667.1482657
909	0.4063334807	667.148
910	0.40541705	667.1477293
911	0.4045804407	667.1474772
912	0.4042981236	667.1472971
913	0.4043666241	667.1471182
914	0.4040239642	667.1467619
915	0.4038512385	667.146622
916	0.4032282895	667.1464391
917	0.402317395	667.1462444
918	0.4021876594	667.1459029
919	0.4019946454	667.1456284
920	0.4016027904	667.1454438
921	0.4013488396	667.1452633
922	0.4007951881	667.1451026
923	0.400304545	667.1449151
924	0.399903306	667.1445976
925	0.3997045614	667.144401
926	0.3991268553	667.1439952
927	0.3987761904	667.1438075
928	0.3983189324	667.1436298
929	0.3981374933	667.1431993
930	0.3977329251	667.1430721
931	0.3976812195	667.1426933
932	0.3976975877	667.1423947
933	0.3975307369	667.1422483
934	0.3970231248	667.1421216
935	0.3959959764	667.1418937
936	0.3958419245	667.1417925
937	0.3952580218	667.1415013
938	0.3947665682	667.1413297
939	0.3938667707	667.1411266
940	0.3934846401	667.1408119
941	0.393176151	667.1406024
942	0.392775831	667.1402588
943	0.3926003772	667.1399172
944	0.3927041174	667.1395173
945	0.3921538875	667.1392078
946	0.3914701662	667.1390799
947	0.3911547814	667.1388957
948	0.3907576731	667.1386897
949	0.390225295	667.1384698
950	0.3896040849	667.1382403
951	0.3896678278	667.1381209
952	0.3896742738	667.1379392
953	0.3894796766	667.1377985
954	0.3892437354	667.1376694
955	0.3886359781	667.1374363
956	0.3882652216	667.1372761
957	0.3881711233	667.136944
958	0.3876594503	667.1367751
